Original,EN
"服務親切態度很好，食物也好吃！
烏龍麵料多，尤其是小捲真的很新鮮。
點了明治冰棒奶茶，有些黑糖的味道，很香卻不過甜，很推薦！
三樓的位置可以帶狗狗，面對沙灘非常放鬆～","The intimacy of the service is very good, and the food is delicious!
There are many Oolong fabrics, especially the small rolls are really fresh.
Ordered the Meiji popsicle milk tea, some brown sugar taste, it is very fragrant but sweet, it is recommended!
You can bring a dog on the third floor, which is very relaxed in the face of the beach ~"
"似乎在年假中最冷的那一天選擇去北海岸，還喝了有冰棒在裡面的奶茶，吃了超好吃的烤小捲烏龍麵，好想要有一台頭頂可以燒水的暖爐喔(誤)

20230124","It seems that on the coldest day of the year leave, I chose to go to the North Coast. I also drank the milk tea with popsicles in it, and ate the super delicious roasted small roll oolong noodles. error)

20230124"
食材新鮮又美味，咖啡、茶都很有水準，空間美感、舒適度都非常棒，窗外景色也是一絕，戶外空間乾淨氣氛好，適合可以細細品味經營者巧思的朋友，我給11顆星,The ingredients are fresh and delicious. Coffee and tea are very standard. The beauty and comfort of the space are great. The scenery outside the window is also a must. The outdoor space is good. star
咖喱烏龍麵好吃，可以看海很舒服，低消250/人，超過2000可刷卡。,The curry oolong noodles are delicious. It can be very comfortable to see the sea. It eliminates 250/person. It can swipe the card over 2000.
很喜歡這樣的地方 自己來走走還不錯 環境整理得很好 也有小品牌海洋周邊能購買 小捲好大隻 味道都不錯 後院跟沙灘緊臨 放鬆看衝浪,I really like this place to come and walk well. The environment is well organized. There are small brands. Some small brands can buy small rolls around the ocean.
不知道到底算不算解封後的第一次出遊給了北海岸，而第一次內用就給了位在北海岸的靠北過日子，北海岸不會因為疫情而減少他的魅力，一樣療癒，而靠北過日子的餐點表現依然不俗，咖喱不是到很濃郁到香氣仍足夠，不過該餐點中有非常多大塊的紅蘿蔔，因為本人真的不敢吃大塊紅蘿蔔，有點可惜。甜點的鑄鐵鍋鬆餅也非常好吃，只是因為目前必須分食，此道餐點分完之後賣相差是無所謂，但冰淇淋都融化光了，會影響到口感。桌上皆有隔板。（沒有要怪店家，已經很盡力在做了，但隔板的意義不知道是啥）希望可以撐過這波疫情。💪💪💪 …,"I don't know if the first travel after the unblocking was given to the North Coast, and the first internal use was given to the north on the north coast. Healing, and the meals of the north are still good, the curry is not enough to the aroma, but there are a lot of carrots in the meal, because I really dare not eat large pieces of carrots. It's a pity.The cast iron pot of the dessert is also very delicious, but it is only because it must be eaten at the moment. It does not matter after the meal is finished, but the ice cream melted light, which will affect the taste.There are partitions on the table.(There is no monster shop, I have done my best to do it, but the meaning of the partition does not know what it is) I hope to survive this wave of epidemic.💪💪💪 💪💪💪 ..."
鐵板鬆餅挺特別的Q彈的口感挺棒的，我點海鹽口味不錯不過我覺得我哥點的四季春更好吃，咖啡☕️還行，不過店裡氣氛蠻好的是可以坐一天的地方～,"The iron plate muffin is very special. The taste of the Q bomb is great. I order the sea salt to taste good, but I think the four seasons of my brother are better, coffee ☕️ is okay, but the atmosphere in the store is pretty good. You can sit for a day. Place ~"
"舒服又可愛的店
即使有許多仍須加強的地方
但老闆與店員的熱情和能量足以撐起靠北過日子
假日低消$250/人 服務費10% 蠻高的
飲品約$150-$170 點心約$150-$230

推薦熱鐵鍋德式鬆餅-四季春白蘭地 $230
這是一款屬於大人的鬆餅
帶點焦香的酥脆餅皮（其實蛋香味更是濃郁）
內餡是新鮮的蘋果 奇異果 堅果 果乾
還有一球濃郁茶香的冰淇淋
熱熱酥脆的外皮搭配著冰冰的豐富內餡是幸福的甜點
因鐵鍋非常的燙，所以冰淇淋也融化的特別的快
底層的鬆餅因著熱氣加速吸收了融化的冰淇淋，
如沒有盡快食用完，其實吸滿冰淇淋而軟爛的鬆餅蠻可怕的
（海鹽焦糖的會膩）

黃檸檬蛋糕 $150
類磅蛋糕，比起磅蛋糕，這款蛋糕較為濕潤 清爽，非常濃郁的黃檸檬香氣，以及糖漬的檸檬片（其實個人覺得這片糖漬檸檬太甜了），蛋糕內餡也充滿了檸檬果乾，非常超值真材實料的蛋糕，高CP值

接下來說說飲品部分
特調飲品其實不需要太期待
中規中矩囉.....那整支的鳳梨其實不是很好拍照
不知道是我美感問題還是技術問題
想製作浮誇系飲品的方式其實很多，
但這系列有點....豪邁了！

倒是咖啡（其實我沒點）
下次蠻想嚐嚐看的
因為老闆熱情又專業的介紹給隔壁桌的咖啡感覺很好喝（不知道是老闆的關係還是咖啡真的厲害@@）

可以感覺得出來整間店的風格想要走一個自然 節約能源愛地球🌍
店員們飆著汗做鐵鍋鬆餅真的辛苦💦
開放式廚房的熱氣
24度的冷氣，35度的空間溫度
我站在櫃檯預約就足以飆汗
二樓靠窗的榻榻米位置
其實位置很棒 風景也很棒
但翻桌率超高（因為超熱）
不知道這是賣點還是翻桌策略
電扇應該放置有冷氣的地方往沒冷氣的地方送才合理對吧！（不然熱氣一直送往有冷氣的地方也只是熱風一直吹而已）
眼看著顧客不悅的向店員抱怨⋯⋯其實有許多的方式可以改變（兇什麼兇🐻）

其實最喜歡的是外面的深藍色牆面","A comfortable and cute shop
Even if there are many places that still need to be strengthened
But the enthusiasm and energy of the boss and the clerk are enough to support the life of the north
Holidays low -end $ 250/person service fee is 10% high
Drinks about $ 150-$ 170 dim sum, about $ 150- $ 230

Recommended hot iron pot moral muffin-four seasons Chunbailan $ 230
This is a muffin that belongs to adults
Crispy crust with a bit of scorching (Actually, the fragrance of eggs is even more rich)
The filling is fresh apple kiwi nuts dried fruit fruit
There is also a ball of rich tea fragrance ice cream
The hot and crispy skin with the rich filling of the ice is a dessert of happiness
Because the iron pot is very hot, the ice cream is also melted and very fast
The underlying muffin has absorbed the melted ice cream due to the heat gas,
If you do n’t eat it as soon as possible, in fact, it ’s terrible
(The sea salt caramel will be greasy)

Yellow lemon cake $ 150
Pound cake, compared to pound cakes, this cake is more moist and refreshing, very strong yellow lemon aroma, and sugar -stained lemon slices (in fact, I personally think this sugar lemon is too sweet), the cake filling is full Dry fruit, very good value real ingredients, high CP value

Next, talk about the drink part
Special drinks do not need to expect too much
The whole pineapple is not very good to take pictures
I don't know if it is my aesthetics or a technical problem
There are actually many ways to make exaggerated drinks,
But this series is a bit ....

It's coffee (Actually I don't order it)
I want to try it next time
Because the boss is enthusiastic and professional to the coffee at the table next door, it feels delicious.

You can feel that the style of the whole store wants to go naturally to save energy and love the earth.
The clerks are sweating to make iron pot muffins really hard 💦
The heat of the open kitchen
24 degrees of air -conditioning, 35 degrees of space temperature
I stand at the counter to make an appointment enough to sweat
Tatami position on the second floor
In fact, the position is great and the scenery is also great
But the turnover rate is super high (because of the ultra -heat)
I don't know if this is a selling point or a turning table strategy
The electric fan should be delivered to the place without air -free, right?(Otherwise, the heat has been sent to the place with air -conditioning, it is just the hot air always blows)
Seeing that customers are unhappy to complain to the clerk, there are actually many ways to change (what kind of fierceness)

In fact, the favorite is the dark blue wall surface outside"
地瓜塔和小卷烏龍麵真的很好吃,The sweet potato tower and the small roll oolong noodles are really delicious
"是一間注重設計、經營氛圍、連餐點都有思考過呈現方式、會收7%清潔費的一間不便宜海景咖啡廳。

鬆餅$235很特別也不便宜，但是浸泡在冰淇淋之下，原本酥脆的口感有部分會變成軟爛的滋味。不過四季春冰淇淋還不錯。

鳳梨芒果氣泡飲$175裡面的四分之一顆鳳梨酥不錯吃。

熱薄荷紅玉$180普通，附贈的葉子煎餅還不錯吃。

假日每人低消$250，加上用餐兩小時，7%清潔費，真的是不得了的名店。","It is a cafe that pays attention to the design, operating atmosphere, and even the meal. It is not cheap to show a 7%cleaning fee.

The muffin $ 235 is particularly not cheap, but it is soaked under the ice cream. Some of the crispy taste will become soft and rotten.But the four seasons of spring ice cream are not bad.

Pineapple Mango Bubble Drink $ 175 A quarter of pineapple crisps is good.

Heat mint red jade $ 180 is ordinary, and the leaf pancakes are good.

Holidays have a low of $ 250 per person, plus a meal for two hours, 7%cleaning fee, really an incredible famous shop."
